haX,haY,haZ,hgX,hgY,hgZ,hmX,hmY,hmZ,aaX,aaY,aaZ,agX,agY,agZ,amX,amY,amZ,angle
0.81,0.03,0.55,-14.95,-38.39,9.83,224.77,345.37,-96.96,0.81,0.57,0.38,-0.18,-10.44,31.25,-19.52,-1.77,-258.25,135
0.89,0.04,0.42,-8.61,-21.36,13.12,237.56,343.55,-102.25,0.75,0.51,0.38,5.68,-2.81,32.41,-19.52,5.32,-261.67,135
0.83,0.01,0.42,-9.89,-19.78,18.92,241.21,376.44,-119.88,0.71,0.46,0.48,-0.61,-3.60,29.72,0.00,21.30,-277.06,135
0.74,-0.06,0.44,-3.05,-18.86,0.31,250.35,363.65,-121.64,0.75,0.50,0.36,-1.83,-16.60,19.23,10.65,7.10,-266.80,135
0.87,-0.03,0.38,-14.28,-20.94,-3.97,219.29,372.79,-126.93,0.82,0.50,0.37,10.74,-5.80,5.31,17.75,31.94,-283.90,135
0.91,-0.01,0.34,8.67,7.20,2.81,248.52,369.13,-130.46,0.78,0.53,0.47,13.24,12.15,-19.10,-14.20,21.30,-273.64,135
0.88,-0.03,0.49,10.86,19.96,-2.93,239.39,363.65,-114.59,0.76,0.52,0.40,15.69,15.69,-23.01,-5.32,5.32,-271.93,135
0.88,-0.06,0.43,11.05,30.64,-1.22,241.21,361.82,-116.35,0.76,0.55,0.38,27.04,22.40,-28.69,-15.97,1.77,-258.25,135
0.87,-0.02,0.48,19.90,41.50,2.20,250.35,352.68,-104.01,0.65,0.62,0.43,26.92,31.68,-29.05,-40.82,-23.07,-244.56,135
0.80,0.01,0.57,20.32,39.98,6.59,248.52,321.62,-77.57,0.60,0.63,0.38,21.79,35.22,-28.32,-26.62,-40.82,-217.20,135
0.70,0.01,0.59,12.08,43.95,11.29,246.70,323.45,-65.23,0.57,0.67,0.44,28.20,23.68,-24.23,-46.14,-60.34,-205.23,135
0.69,0.03,0.57,22.46,35.52,5.07,257.66,316.14,-33.50,0.56,0.71,0.45,24.72,29.97,-28.87,-56.79,-63.89,-198.39,135
0.60,0.05,0.69,17.70,46.26,6.65,270.45,292.38,-35.26,0.46,0.76,0.48,25.82,17.82,-16.48,-65.66,-58.56,-189.84,135
0.53,0.06,0.75,9.09,27.47,4.58,259.49,285.07,-10.58,0.39,0.74,0.57,16.66,15.75,-17.88,-85.18,-56.79,-167.60,135
0.52,0.06,0.65,4.46,26.98,5.68,257.66,283.24,-8.81,0.35,0.80,0.53,22.71,26.92,-25.88,-94.06,-69.21,-159.05,135
0.49,0.11,0.79,21.24,43.03,11.78,277.76,285.07,21.16,0.25,0.81,0.55,20.63,28.87,-18.86,-115.35,-69.21,-152.21,135
0.39,0.10,0.77,7.32,34.79,13.43,264.97,272.28,47.60,0.26,0.83,0.61,16.78,21.55,-12.94,-106.48,-74.54,-123.14,135
0.42,0.14,0.78,13.79,25.51,9.95,279.59,275.93,54.65,0.17,0.82,0.53,3.42,26.79,-11.96,-117.13,-70.99,-116.30,135
0.34,0.14,0.73,0.43,24.05,12.94,281.42,259.49,74.04,0.23,0.83,0.47,16.42,23.32,-11.66,-115.35,-79.86,-107.75,135
0.33,0.18,0.75,18.19,32.47,10.99,308.83,268.62,89.91,0.07,0.89,0.50,14.40,31.25,-15.63,-140.20,-79.86,-66.70,135
0.25,0.20,0.82,4.39,34.30,17.88,301.52,283.24,118.12,0.08,0.87,0.52,15.93,28.20,-14.65,-154.40,-79.86,-76.96,135
0.18,0.19,0.76,7.69,35.77,15.26,316.14,290.55,125.17,-0.02,0.90,0.59,17.27,21.00,-14.59,-152.62,-81.63,-58.15,135
0.13,0.20,0.80,13.31,24.05,6.96,312.48,283.24,146.33,0.05,0.88,0.45,29.54,25.33,-15.56,-170.37,-70.99,-58.15,135
0.17,0.22,0.76,24.05,34.12,11.60,310.65,292.38,155.14,-0.12,0.95,0.41,21.00,24.17,-8.48,-172.14,-58.56,-29.07,135
0.10,0.31,0.88,20.51,20.94,13.24,325.27,299.69,179.82,-0.19,0.89,0.40,-6.90,6.84,4.33,-181.02,-53.24,-34.20,135
-0.03,0.25,0.75,-11.78,-1.83,5.62,328.93,299.69,200.98,-0.12,0.88,0.30,-1.34,-13.43,16.24,-175.69,-44.37,-35.92,135
0.03,0.26,0.80,-7.51,-17.40,-0.55,343.55,310.65,176.30,-0.10,0.89,0.46,-18.37,-27.77,23.86,-170.37,-63.89,-10.26,135
0.11,0.21,0.80,-27.77,-36.62,-4.09,328.93,296.04,155.14,-0.04,0.86,0.51,-13.31,-35.22,39.92,-134.87,-63.89,-34.20,135
0.17,0.21,0.81,-15.26,-50.48,0.06,347.20,296.04,151.61,0.09,0.86,0.57,-15.99,-34.18,32.84,-126.00,-69.21,-49.60,135
0.23,0.17,0.80,-20.45,-42.30,-4.21,343.55,307.00,102.25,0.15,0.83,0.55,-1.83,-30.40,31.13,-95.83,-63.89,-61.57,135
0.31,0.11,0.78,-10.80,-37.66,-1.34,334.41,286.90,89.91,0.15,0.84,0.57,-0.92,-18.92,21.79,-95.83,-60.34,-78.67,135
0.30,0.08,0.82,-6.77,-27.95,-0.49,339.89,288.73,77.57,0.19,0.79,0.59,-3.30,-26.67,16.48,-76.31,-76.31,-97.48,135
0.36,0.06,0.79,-10.80,-28.20,-10.80,330.76,286.90,68.76,0.34,0.78,0.68,-14.16,-16.24,1.04,-65.66,-62.11,-97.48,135
0.45,0.03,0.86,-10.56,-2.62,-10.01,345.37,294.21,44.07,0.32,0.76,0.66,-19.04,-5.92,-6.10,-69.21,-62.11,-100.90,135
0.42,0.03,0.77,-33.63,7.51,-6.10,334.41,290.55,54.65,0.20,0.76,0.68,-10.99,2.14,-6.84,-78.09,-70.99,-116.30,135
0.39,-0.01,0.77,-10.68,5.80,-0.24,319.79,305.17,51.13,0.25,0.74,0.66,-13.55,11.17,-9.64,-70.99,-63.89,-112.88,135
0.41,-0.07,0.83,-10.62,15.99,3.23,330.76,301.52,33.50,0.19,0.69,0.67,-16.66,12.27,-6.65,-81.63,-74.54,-95.77,135
0.35,-0.05,0.78,-25.27,12.27,4.70,330.76,294.21,44.07,0.18,0.66,0.70,-13.06,-0.73,0.31,-74.54,-67.44,-95.77,135
0.31,-0.05,0.73,-18.98,1.16,0.55,332.58,296.04,56.41,0.17,0.63,0.72,-15.75,0.67,-4.15,-70.99,-74.54,-92.35,135
0.26,-0.10,0.72,-13.49,2.08,-4.94,338.07,290.55,51.13,0.27,0.66,0.58,9.34,-13.31,4.33,-83.41,-62.11,-111.17,135
0.32,-0.05,0.68,2.50,-8.61,-9.34,332.58,288.73,31.73,0.23,0.64,0.67,21.85,-9.89,6.41,-72.76,-69.21,-100.90,135
0.36,-0.06,0.66,5.62,-8.79,-2.87,328.93,296.04,42.31,0.22,0.67,0.80,31.07,-12.82,0.92,-67.44,-70.99,-126.56,135
0.32,-0.09,0.77,27.04,-5.74,-9.58,314.31,281.42,35.26,0.25,0.71,0.68,27.89,-22.89,2.62,-88.73,-70.99,-102.61,135
0.38,-0.01,0.88,13.85,-13.43,-14.77,323.45,279.59,47.60,0.35,0.71,0.62,23.86,-11.84,-5.13,-83.41,-69.21,-124.85,135
0.40,-0.07,0.71,4.15,0.67,-11.54,301.52,290.55,33.50,0.25,0.76,0.51,35.64,-1.71,-5.00,-90.51,-79.86,-121.43,135
0.39,-0.01,0.77,18.31,4.82,-3.66,307.00,277.76,35.26,0.25,0.76,0.55,37.17,-0.85,-5.13,-88.73,-78.09,-119.72,135
0.38,-0.00,0.74,17.58,4.33,-4.09,296.04,288.73,38.78,0.26,0.75,0.66,31.37,-11.23,-5.74,-99.38,-78.09,-129.98,135
0.37,0.05,0.80,26.06,-1.46,-14.10,310.65,285.07,63.47,0.33,0.83,0.58,29.42,-6.59,-12.70,-101.16,-76.31,-128.27,135
0.42,0.12,0.79,22.71,8.24,-13.43,286.90,286.90,54.65,0.29,0.84,0.43,32.10,-5.80,-9.58,-110.03,-56.79,-126.56,135
0.37,0.19,0.78,17.58,5.62,-11.11,301.52,286.90,61.70,0.22,0.79,0.42,20.81,-3.48,-6.47,-113.58,-67.44,-136.82,135
0.31,0.11,0.75,15.50,4.76,-7.02,281.42,274.11,56.41,0.26,0.80,0.40,19.23,-10.44,-2.20,-131.33,-70.99,-140.24,135
0.40,0.14,0.77,8.06,-1.83,-8.54,292.38,255.83,81.10,0.19,0.82,0.51,-9.52,10.38,0.18,-131.33,-60.34,-136.82,135
0.33,0.12,0.79,-13.67,9.16,9.46,277.76,266.80,70.52,0.32,0.82,0.44,-18.62,-0.73,6.29,-113.58,-70.99,-133.40,135
0.35,0.15,0.75,-25.82,-3.11,5.37,268.62,275.93,65.23,0.24,0.82,0.55,-13.98,0.18,4.58,-120.68,-67.44,-129.98,135
0.39,0.13,0.78,-23.44,-1.40,4.52,296.04,270.45,49.36,0.25,0.79,0.57,-9.16,1.59,11.47,-115.35,-55.01,-131.69,135
0.44,0.08,0.75,-21.06,-5.62,9.95,285.07,281.42,63.47,0.18,0.82,0.64,-10.25,7.20,8.67,-95.83,-56.79,-129.98,135
0.35,0.04,0.84,-9.22,0.73,12.15,301.52,294.21,51.13,0.19,0.76,0.60,-18.31,5.55,13.55,-106.48,-70.99,-123.14,135
0.39,0.03,0.82,-25.63,-4.39,14.47,308.83,290.55,40.55,0.20,0.72,0.62,-22.16,6.96,7.51,-92.28,-60.34,-126.56,135
0.41,-0.04,0.77,-26.06,1.40,12.02,305.17,308.83,40.55,0.17,0.65,0.74,-34.61,9.28,-0.85,-83.41,-58.56,-114.59,135
0.41,-0.10,0.77,-35.71,8.85,8.79,332.58,296.04,45.84,0.22,0.52,0.72,-34.36,2.99,18.07,-85.18,-53.24,-106.03,135
0.46,-0.15,0.67,-45.53,-9.46,16.42,325.27,307.00,17.63,0.25,0.49,0.83,-24.17,26.98,14.40,-72.76,-58.56,-100.90,135
0.41,-0.27,0.63,-19.65,9.28,31.80,345.37,308.83,33.50,0.15,0.54,0.88,-18.25,11.84,15.01,-55.01,-47.92,-104.32,135
0.38,-0.19,0.82,-29.42,-1.04,20.87,347.20,317.96,28.21,0.18,0.51,0.95,-13.24,7.20,12.21,-53.24,-39.04,-112.88,135
0.34,-0.33,0.63,-22.83,-2.44,15.26,338.07,316.14,22.92,0.13,0.46,0.89,7.63,-4.27,7.39,-46.14,-31.94,-106.03,135
0.35,-0.35,0.73,-3.17,-6.47,2.26,343.55,314.31,17.63,0.23,0.43,0.90,17.82,-10.80,11.72,-42.59,-31.94,-109.46,135
0.37,-0.36,0.62,-5.98,-13.37,0.55,350.86,328.93,0.00,0.27,0.39,0.94,23.50,-11.41,0.12,-55.01,-37.27,-114.59,135
0.36,-0.38,0.65,7.75,-4.82,-8.12,330.76,330.76,8.81,0.18,0.45,0.84,22.52,-9.28,-3.97,-44.37,-30.17,-114.59,135
0.40,-0.35,0.64,12.15,-1.40,-9.52,338.07,316.14,19.39,0.25,0.53,0.74,29.48,-4.52,-4.46,-53.24,-28.39,-106.03,135
0.34,-0.33,0.73,29.85,2.62,-7.02,336.24,310.65,7.05,0.24,0.57,0.78,26.25,-8.48,0.06,-51.47,-47.92,-114.59,135
0.36,-0.34,0.82,18.01,-4.09,-6.77,338.07,316.14,15.87,0.15,0.58,0.68,27.59,2.01,-1.34,-56.79,-35.49,-123.14,135
0.37,-0.35,0.72,24.78,2.99,-0.06,316.14,327.10,22.92,0.22,0.63,0.64,49.32,-11.96,12.21,-51.47,-40.82,-124.85,135
0.47,-0.23,0.75,28.56,-15.93,-1.77,323.45,286.90,19.39,0.24,0.68,0.69,46.94,4.39,7.26,-62.11,-47.92,-114.59,135
0.39,-0.17,0.73,30.33,-1.71,7.39,325.27,307.00,17.63,0.28,0.66,0.60,51.82,-7.20,6.10,-60.34,-35.49,-112.88,135
0.45,-0.09,0.72,26.98,-8.61,-2.62,332.58,307.00,10.58,0.26,0.69,0.64,40.77,6.16,-2.69,-55.01,-37.27,-111.17,135
0.45,-0.03,0.77,39.49,6.96,2.26,327.10,308.83,5.29,0.20,0.77,0.69,33.81,3.48,-16.30,-65.66,-47.92,-111.17,135
0.42,0.02,0.81,36.99,15.50,-8.30,341.72,301.52,65.23,0.30,0.79,0.64,39.18,-16.24,-4.39,-55.01,-51.47,-87.22,135
0.42,0.08,0.79,24.35,-5.00,-16.05,336.24,296.04,63.47,0.36,0.78,0.46,31.74,6.29,-24.17,-83.41,-51.47,-100.90,135
0.35,0.12,0.78,31.56,26.73,-10.62,334.41,286.90,68.76,0.28,0.88,0.51,38.88,1.10,-23.74,-101.16,-51.47,-94.06,135
0.40,0.22,0.83,33.39,22.46,-14.04,321.62,296.04,81.10,0.15,0.89,0.58,21.24,-8.79,-32.90,-126.00,-55.01,-83.80,135
0.33,0.25,0.82,19.59,21.48,-27.77,308.83,283.24,118.12,0.10,0.93,0.36,22.09,-8.91,-20.39,-145.52,-74.54,-88.93,135
0.32,0.33,0.83,23.19,12.45,-19.35,296.04,270.45,116.35,0.12,0.90,0.44,31.07,-8.00,-14.16,-159.72,-56.79,-99.19,135
0.28,0.31,0.75,25.88,9.46,-14.47,290.55,283.24,132.22,0.14,0.89,0.36,24.05,-2.87,-15.08,-154.40,-51.47,-94.06,135
0.28,0.33,0.78,15.38,14.16,-10.31,279.59,279.59,132.22,0.12,0.93,0.35,6.35,-0.43,-6.23,-181.02,-60.34,-106.03,135
0.23,0.32,0.84,-0.18,7.75,-3.30,281.42,259.49,151.61,0.11,0.92,0.31,-12.39,1.10,15.26,-168.59,-62.11,-83.80,135
0.19,0.32,0.78,-22.95,-7.45,12.15,275.93,279.59,156.90,-0.08,0.95,0.37,-23.01,6.84,15.99,-163.27,-60.34,-82.09,135
0.16,0.29,0.82,-26.55,-7.75,17.15,290.55,279.59,156.90,0.05,0.94,0.36,-24.66,4.88,19.90,-152.62,-63.89,-75.25,135
