haX,haY,haZ,hgX,hgY,hgZ,hmX,hmY,hmZ,aaX,aaY,aaZ,agX,agY,agZ,amX,amY,amZ,angle
-0.88,0.00,-0.08,14.83,5.74,-9.52,325.27,756.54,-246.81,-0.97,0.11,-0.04,22.09,-8.12,8.91,-65.66,349.61,100.90,45
-0.90,0.01,-0.04,13.37,-2.62,-6.04,332.58,738.26,-229.18,-0.97,0.08,-0.00,13.12,-14.89,-2.56,-72.76,360.26,114.59,45
-0.93,-0.01,-0.11,3.60,16.72,-3.36,330.76,747.40,-238.00,-0.99,0.13,-0.02,20.20,-7.20,3.17,-95.83,337.19,112.88,45
-0.90,-0.02,-0.07,10.31,3.91,-2.08,341.72,732.78,-252.10,-1.05,0.18,-0.12,10.93,-2.56,-8.24,-92.28,337.19,99.19,45
-0.96,-0.04,0.01,-3.91,13.49,5.43,349.03,732.78,-241.52,-1.00,0.19,-0.02,6.16,-1.95,-0.55,-81.63,322.99,109.46,45
-0.92,-0.08,-0.05,1.59,5.31,1.10,314.31,727.30,-257.39,-0.92,0.14,0.01,-0.43,-8.24,-7.26,-76.31,324.76,114.59,45
-0.90,-0.06,-0.10,-5.62,17.15,7.39,336.24,712.68,-257.39,-1.16,0.14,-0.01,5.55,19.47,-2.32,-47.92,310.57,121.43,45
-0.94,-0.00,-0.09,-0.49,-37.17,13.98,316.14,699.89,-266.21,-0.97,0.13,-0.08,6.59,-25.09,-11.90,-67.44,322.99,119.72,45
-0.86,0.02,-0.02,-0.55,17.94,0.49,312.48,692.58,-255.63,-0.97,0.09,-0.16,11.05,3.17,0.61,-65.66,314.12,107.75,45
-0.91,0.03,-0.02,-4.46,5.55,3.78,328.93,701.71,-264.44,-1.07,0.19,-0.04,7.75,-4.58,-5.37,-47.92,317.67,114.59,45
-0.93,-0.05,-0.01,6.47,1.22,0.49,303.35,676.13,-260.92,-0.94,0.19,-0.12,3.72,1.95,16.24,-51.47,307.02,100.90,45
-0.88,-0.03,0.01,-8.12,2.08,-13.43,314.31,701.71,-257.39,-1.01,0.17,-0.04,-5.00,4.94,9.64,-46.14,308.79,102.61,45
-0.91,-0.04,-0.08,-7.51,-10.93,-2.69,303.35,679.79,-253.87,-1.00,0.14,-0.09,2.38,-0.31,12.76,-40.82,314.12,94.06,45
-0.88,-0.01,-0.07,-5.00,-9.34,-4.82,301.52,707.20,-262.68,-1.14,0.13,-0.09,5.37,-10.62,-2.56,-44.37,328.31,97.48,45
-0.99,0.01,-0.02,-3.11,0.31,-0.92,307.00,701.71,-253.87,-1.05,0.18,-0.15,9.52,-10.50,4.03,-49.69,315.89,112.88,45
-0.92,-0.00,0.11,-2.08,0.12,-8.61,310.65,690.75,-253.87,-0.95,0.17,0.11,5.13,-8.36,-15.56,-44.37,299.92,104.32,45
-0.95,-0.05,-0.13,24.17,17.03,11.11,294.21,703.54,-273.26,-0.82,0.15,0.04,18.55,16.97,14.22,-62.11,314.12,111.17,45
-0.94,-0.10,-0.06,22.77,3.72,0.92,307.00,712.68,-253.87,-0.91,0.24,0.02,8.42,10.19,4.76,-44.37,331.86,97.48,45
-0.92,-0.10,0.01,11.78,7.87,4.27,301.52,699.89,-245.05,-0.94,0.30,0.21,-34.18,-12.27,3.42,-30.17,314.12,107.75,45
-0.81,-0.16,-0.27,-14.22,3.85,-3.91,285.07,709.02,-264.44,-0.97,0.15,-0.06,-41.20,2.14,-3.48,-31.94,326.54,99.19,45
-0.85,-0.10,-0.26,-57.31,-2.50,10.38,268.62,696.23,-262.68,-1.10,0.15,0.00,0.67,-7.39,-10.50,-28.39,333.64,82.09,45
-0.87,-0.11,-0.17,-16.30,-3.54,7.93,288.73,716.33,-257.39,-1.07,0.18,-0.19,-2.87,4.33,-5.25,-23.07,321.21,97.48,45
-0.91,-0.06,0.04,-28.02,-4.33,7.45,275.93,710.85,-259.15,-0.99,0.15,0.00,-20.51,-0.24,-5.80,-23.07,310.57,100.90,45
-0.92,-0.04,-0.07,-25.21,1.28,7.39,255.83,712.68,-267.97,-1.03,0.08,-0.00,-19.59,3.60,-0.73,3.55,319.44,71.83,45
-0.95,0.03,-0.13,-28.20,-0.06,4.64,244.87,701.71,-264.44,-1.01,0.06,-0.04,-21.55,8.79,7.81,5.32,328.31,56.44,45
-0.92,0.03,-0.15,-26.55,1.10,3.72,226.60,716.33,-253.87,-0.97,0.06,0.03,-20.81,8.91,6.77,17.75,322.99,54.73,45
-0.85,0.03,-0.18,-26.43,-10.31,5.19,217.46,714.51,-259.15,-1.00,0.04,0.05,-24.84,6.71,6.71,23.07,342.51,39.34,45
-0.89,0.04,-0.20,-30.76,-9.46,2.38,202.84,718.16,-255.63,-1.08,0.01,0.00,-24.60,-0.55,-0.49,49.69,333.64,27.36,45
-0.94,0.07,-0.18,-32.29,-2.38,2.93,190.05,716.33,-250.34,-1.05,-0.01,-0.08,-14.40,1.95,7.20,40.82,349.61,25.65,45
-0.92,0.08,-0.14,-31.43,-3.72,-1.95,188.22,718.16,-241.52,-1.06,0.09,-0.11,-6.47,8.30,1.46,44.37,338.96,32.49,45
-0.96,0.02,0.02,-21.24,-7.08,0.12,182.74,716.33,-232.71,-0.88,0.06,0.06,-25.27,13.67,13.73,55.01,349.61,15.39,45
-0.87,0.03,-0.15,-31.13,2.99,0.37,158.98,714.51,-220.37,-0.97,0.03,0.04,-21.48,16.54,9.70,62.11,356.71,-11.97,45
-0.92,0.03,-0.20,-26.37,-5.92,2.50,151.67,729.12,-209.79,-1.07,0.08,0.01,-2.56,8.48,10.31,70.99,358.48,-27.36,45
-0.93,0.01,-0.13,-7.81,-10.74,-3.36,133.40,707.20,-195.69,-1.06,0.14,-0.06,-2.01,0.55,7.93,60.34,344.29,-30.78,45
-0.89,-0.01,-0.06,-9.83,-8.36,-3.85,131.57,730.95,-200.98,-0.98,0.12,-0.03,-10.56,-3.85,-4.94,67.44,362.03,-37.63,45
-0.92,-0.02,-0.08,-16.05,9.28,4.52,122.43,743.74,-188.64,-1.01,0.11,0.01,-1.83,3.97,4.82,79.86,356.71,-35.92,45
-0.95,-0.02,-0.11,-4.03,1.40,-2.69,122.43,729.12,-195.69,-1.01,0.10,-0.01,8.67,3.23,9.28,85.18,347.83,-37.63,45
-0.90,0.01,-0.15,0.43,-5.07,-4.09,118.78,732.78,-199.21,-1.07,0.09,-0.07,15.08,-6.59,5.55,95.83,351.38,-37.63,45
-0.92,0.05,-0.09,6.65,-1.65,-5.68,118.78,729.12,-199.21,-1.02,0.07,-0.04,11.66,-14.10,-8.42,86.96,370.91,-35.92,45
-0.90,0.03,-0.13,3.66,11.47,2.01,124.26,745.57,-200.98,-0.97,0.07,0.01,28.02,-12.27,-5.31,79.86,349.61,-29.07,45
-0.91,0.01,-0.13,18.37,18.25,-3.36,115.12,729.12,-209.79,-0.99,0.10,-0.02,29.36,7.20,10.80,76.31,356.71,-25.65,45
-0.89,-0.01,-0.13,23.13,-8.24,-2.32,144.36,729.12,-209.79,-1.00,0.14,0.01,25.51,15.08,11.90,74.54,365.58,-13.68,45
-0.93,-0.03,-0.09,17.82,-13.92,-1.65,135.23,752.88,-222.13,-1.04,0.14,-0.04,15.99,-5.92,4.70,65.66,346.06,-15.39,45
-0.95,-0.05,-0.06,8.91,-2.81,-4.82,131.57,741.92,-208.03,-1.00,0.13,-0.07,15.50,-5.19,9.09,62.11,374.45,-5.13,45
-0.91,-0.03,0.01,5.92,-7.02,-3.97,144.36,747.40,-227.42,-0.96,0.19,-0.06,10.68,-12.82,5.25,69.21,374.45,-5.13,45
-0.88,-0.06,0.01,2.62,4.46,-7.63,146.19,741.92,-215.08,-0.99,0.24,-0.07,14.40,-5.00,11.05,65.66,367.36,-11.97,45
-0.83,-0.07,0.03,5.80,-9.64,-5.68,140.71,772.98,-220.37,-1.04,0.27,-0.04,16.97,-6.71,-3.11,72.76,374.45,-1.71,45
-0.85,-0.10,0.01,12.70,-9.77,-1.16,149.85,756.54,-229.18,-0.97,0.26,-0.07,7.20,-5.00,-2.14,88.73,386.88,-3.42,45
-0.91,-0.11,0.03,0.49,6.71,1.46,137.05,747.40,-238.00,-0.92,0.24,-0.04,-0.31,10.62,5.19,78.09,386.88,-6.84,45
-0.87,-0.15,-0.06,-5.49,-1.71,7.32,138.88,749.23,-222.13,-1.04,0.27,-0.08,3.72,-1.53,2.75,62.11,385.10,-8.55,45
-0.86,-0.11,-0.03,-7.08,-10.13,-0.79,120.61,756.54,-218.61,-1.12,0.28,-0.09,0.49,-5.00,1.77,70.99,369.13,-17.10,45
-0.87,-0.10,0.01,-9.64,-13.85,-4.88,118.78,751.05,-227.42,-0.97,0.22,-0.17,-1.34,0.67,11.17,86.96,381.55,-15.39,45
-0.85,-0.07,-0.03,-19.35,-2.69,-4.21,129.74,751.05,-234.47,-1.06,0.19,-0.10,10.31,-5.86,-2.08,85.18,397.53,-13.68,45
-0.94,-0.04,0.02,-3.42,6.04,-2.87,137.05,762.02,-216.84,-1.01,0.25,-0.05,23.99,-1.83,4.03,78.09,379.78,-10.26,45
-0.88,-0.10,0.06,15.44,-2.87,-4.09,124.26,752.88,-208.03,-0.97,0.35,0.01,15.87,-0.55,5.55,67.44,379.78,-17.10,45
-0.85,-0.16,0.06,13.18,0.12,-3.60,135.23,752.88,-232.71,-0.94,0.35,-0.03,5.86,-0.79,7.32,79.86,395.75,-8.55,45
-0.83,-0.19,0.03,2.44,-4.15,-0.61,140.71,747.40,-238.00,-1.00,0.31,-0.09,0.24,-2.50,-0.31,88.73,372.68,-17.10,45
-0.90,-0.14,0.06,-7.69,-0.61,-0.55,142.54,763.85,-229.18,-1.02,0.31,-0.11,4.27,10.68,9.89,78.09,393.98,-20.52,45
-0.87,-0.13,0.08,-12.33,-8.18,-5.43,131.57,774.81,-222.13,-0.97,0.29,-0.12,-10.31,3.17,1.71,78.09,401.07,-30.78,45
-0.87,-0.15,0.06,-25.70,-1.59,1.77,133.40,762.02,-216.84,-0.98,0.30,-0.10,-18.80,2.26,1.95,86.96,385.10,-42.76,45
-0.87,-0.12,0.03,-28.99,-4.15,0.00,100.51,780.29,-206.27,-1.02,0.24,-0.11,-10.56,8.61,8.18,95.83,422.37,-47.89,45
-0.85,-0.08,0.00,-19.96,-13.55,0.06,109.64,763.85,-190.40,-1.05,0.26,-0.10,-5.92,4.15,-0.24,99.38,411.72,-54.73,45
-0.85,-0.13,-0.02,-8.06,-21.85,4.70,91.37,771.15,-183.35,-0.96,0.27,-0.15,15.44,-0.55,-8.18,90.51,413.50,-49.60,45
-0.92,-0.11,0.09,-3.72,3.60,11.60,105.99,778.46,-190.40,-0.94,0.32,-0.08,21.12,12.82,-0.06,88.73,411.72,-64.99,45
-0.85,-0.12,0.15,8.00,-6.47,9.09,109.64,774.81,-179.82,-0.81,0.27,-0.07,12.63,10.99,4.39,78.09,397.53,-68.41,45
-0.86,-0.11,0.05,8.06,13.37,13.24,104.16,769.33,-181.58,-0.99,0.25,-0.17,24.66,13.31,14.22,67.44,390.43,-51.31,45
-0.82,0.02,0.15,13.12,-6.23,0.67,107.82,787.60,-185.11,-1.00,0.26,-0.19,9.46,8.91,-3.11,67.44,411.72,-44.47,45
-0.82,-0.02,0.09,1.77,3.54,5.80,122.43,780.29,-171.01,-0.96,0.21,-0.27,10.01,-9.64,-23.01,58.56,406.40,-63.28,45
-0.92,0.06,0.14,-6.23,11.78,14.71,140.71,769.33,-192.16,-0.97,0.13,-0.17,-3.17,1.77,-4.15,63.89,401.07,-37.63,45
-0.94,0.07,0.06,-10.99,0.37,2.32,126.09,747.40,-178.06,-0.89,0.16,-0.16,2.08,4.21,3.78,62.11,402.85,-49.60,45
-0.79,0.08,0.06,-2.20,3.30,14.10,133.40,769.33,-171.01,-1.06,0.17,-0.19,-3.91,-1.77,-12.08,65.66,392.20,-53.02,45
-0.88,0.07,0.05,-8.79,0.06,13.67,122.43,758.36,-160.43,-1.01,0.11,-0.21,-6.84,-0.12,-10.93,72.76,395.75,-46.18,45
-0.93,0.06,0.01,-15.08,-0.24,10.80,127.92,752.88,-162.19,-1.00,0.06,-0.18,1.65,-3.54,-2.56,55.01,378.00,-49.60,45
-0.91,0.12,0.03,-4.09,2.75,0.98,116.95,749.23,-148.09,-1.01,0.08,-0.22,11.35,-8.54,-0.12,60.34,369.13,-68.41,45
-0.90,0.11,0.05,4.76,0.18,-2.93,126.09,747.40,-156.90,-0.94,0.11,-0.21,12.45,-5.25,5.00,69.21,370.91,-56.44,45
-0.86,0.07,0.05,0.43,7.51,-2.50,127.92,738.26,-176.30,-0.96,0.12,-0.21,14.89,0.49,5.55,58.56,381.55,-59.86,45
-0.90,0.08,0.07,-2.56,5.49,-0.92,118.78,740.09,-163.95,-1.07,0.17,-0.19,14.10,12.45,15.75,51.47,381.55,-59.86,45
-0.92,0.08,0.05,3.60,-13.43,-11.96,120.61,738.26,-169.24,-1.02,0.14,-0.17,16.05,1.46,18.25,74.54,372.68,-54.73,45
-0.88,0.06,0.07,17.15,-22.89,-11.17,118.78,751.05,-167.48,-0.87,0.20,-0.18,23.62,9.09,36.13,37.27,395.75,-59.86,45
-0.77,-0.02,0.15,15.01,-26.18,-22.03,142.54,774.81,-162.19,-0.81,0.27,-0.17,40.41,48.16,83.68,33.72,427.70,-46.18,45
-0.68,-0.01,0.24,17.15,-30.88,-49.93,158.98,802.22,-135.75,-1.04,0.39,-0.31,17.58,28.87,55.54,8.87,456.09,-80.38,45
-0.74,-0.09,0.30,19.04,-96.56,-35.77,168.12,815.01,-130.46,-0.75,0.45,-0.39,6.96,8.91,39.12,-15.97,488.03,-83.80,45
-0.77,-0.18,0.38,-2.93,-19.96,-36.50,169.95,838.77,-96.96,-0.81,0.57,-0.54,29.24,11.66,42.60,-37.27,502.23,-66.70,45
-0.60,-0.19,0.56,4.64,-29.11,-14.77,199.18,842.42,-79.33,-0.81,0.63,-0.40,15.08,25.21,19.35,-47.92,502.23,-80.38,45
-0.64,-0.21,0.58,3.66,-32.71,-8.79,184.57,868.01,-82.86,-0.72,0.54,-0.32,19.47,91.37,89.72,-69.21,534.18,-90.64,45
-0.48,-0.22,0.44,4.03,-78.31,-35.95,213.80,864.35,-26.44,-0.54,0.68,-0.57,24.29,31.19,68.36,-120.68,557.25,-123.14,45
-0.39,-0.06,0.68,23.86,-56.34,-37.41,241.21,888.11,10.58,-0.42,0.70,-0.64,28.56,-13.37,35.77,-136.65,566.12,-121.43,45
-0.30,-0.12,0.77,16.11,-1.65,-30.03,252.18,873.49,28.21,-0.61,0.76,-0.56,2.32,-24.60,7.45,-143.75,559.02,-114.59,45
-0.39,-0.22,0.66,3.72,1.34,-26.00,244.87,869.83,28.21,-0.39,0.68,-0.58,29.72,-11.84,24.05,-150.85,569.67,-114.59,45
-0.25,-0.16,0.71,20.26,-15.44,-15.38,277.76,884.45,0.00,-0.37,0.70,-0.67,21.73,-11.11,16.11,-168.59,551.92,-97.48,45
-0.28,-0.15,0.75,12.45,-13.55,-13.85,264.97,889.93,33.50,-0.31,0.68,-0.60,18.92,-14.59,21.06,-209.41,560.80,-109.46,45
-0.30,-0.16,0.69,13.98,4.15,-23.62,285.07,895.42,31.73,-0.38,0.70,-0.73,44.49,33.02,63.42,-220.06,574.99,-112.88,45
